landmark index,distance to wrist
10,0.07929348260037476
11,0.07232693140065892
12,0.06856626675248599
13,0.060361308421198114
14,0.059575417047854615
15,0.05025578488836861
16,0.044303435418197416
17,0.05845632357549854
18,0.04854609618373972
19,0.04145489510489625
20,0.03931926108330684
1,0.035410940979413316
2,0.07169464559587872
3,0.10293407155504244
4,0.13234576721476762
5,0.08305509756392356
6,0.07174457300396415
7,0.06724134005565892
8,0.07093494683601023
9,0.07267395539303491
10,0.04799480556300593
11,0.04182576568182945
12,0.04476889645542322
13,0.07127931503070102
14,0.04054103824851148
15,0.03178404595137579
16,0.03469126212457273
17,0.08026465146578617
18,0.05479825417046359
19,0.04491955257654117
20,0.04625709032453778
